ResultsVersion,ResultsDate,Company,Location,Position,PostingDate,FullDetailsURL,AllQualifications,Applicants,Employment type,Industries,Job function,Seniority level
1,16/08/2021 16h,everis,"Lisbon, Portugal",Data Scientist,2021-08-05,https://linkedin.com/jobs/view/data-scientist-at-everis-2671302045,"['Habilitações académicas mínimas ao nível da Licenciatura em Engenharia Informática, Matemática, Física ou similar', 'Experiência em tecnologias de referência na área de Data Science como Python, R e Julia', 'Conhecimentos de Inglês e espanhol', 'Conhecimento das principais frameworks e best practices de Data Science', 'Boas capacidades de comunicação perante diversos interlocutores e à vontade em reuniões técnicas', 'Gosto pela evolução contínua, auto-estudo e capacidades motivacionais para o tema junto dos que o rodeiam', '', 'Conhecimentos de Inglês e espanhol', 'Facilidade em adquirir novas competências técnicas', 'Capacidade de adaptação a diferentes contextos', 'Perseverança e gosto pela resolução de problemas']",Be among the first 25 applicants,Full-time,Information Technology and Services,"Consulting, Information Technology, and Sales",Mid-Senior level
1,16/08/2021 16h,CASAFARI,"Lisbon, Portugal",Product Data Scientist,2021-07-16,https://linkedin.com/jobs/view/product-data-scientist-at-casafari-2646599083,"['Similarity Search: Duplicate listing detection (there can be up to 50 different listings per property with varying metadata)', 'NLP: named entity recognition and information extraction such as types of the property, names of locations, the status of property listings (from text and images), features of the property', 'Computer vision: object identification, image classification, duplicate detection.', 'Outlier and error detection', 'Market analytics and property valuation model', 'Degree or equivalent experience in\xa0a quantitative field (Statistics, Mathematics, Computer Science, Engineering, etc.)', '1+ year of experience in Python, quantitative analytics or data modeling', 'Understanding of relational (SQL/MySQL) and non-relational databases (MongoDB)', 'Deep understanding of predictive modeling, clustering and classification techniques', 'Familiarity with Big Data frameworks and visualization tools (Cassandra, Hadoop, Spark, Tableau)', 'Experience in a fast-paced environment', 'Critical thinking and ability to express and present ideas', 'Hard-working attitude, high working performance, quick learner', 'Mainly remote work with occasional team meetings in Lisbon', 'Cool office in Bairro Alto, with 250 SQ.M. open terrace full of sun and plants', 'Awesome team - the chance to work with smart and ambitious people with various backgrounds from all over the world', 'Free access to CASAFARI platform (helpful if you’re looking for a place to live)', 'Kitchen with fruit and healthy snacks (daily sliced fruit, cereals, rice cookies, peanut butter, peanuts, coffee, teas, milk, almond milk, rice milk, coconut milk)', 'A small library to feed your curiosity', 'Pet-friendly - you can bring your four-legged best friend to the office']",75 applicants,Full-time,,,
1,16/08/2021 16h,Tripadvisor,"Lisboa, Lisbon, Portugal",Data Scientist,2021-08-06,https://linkedin.com/jobs/view/data-scientist-at-tripadvisor-2685723746,[],Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Internet",Engineering and Information Technology,Entry level
1,16/08/2021 16h,Tripadvisor,"Lisboa, Lisbon, Portugal",Senior Data Scientist,2021-08-04,https://linkedin.com/jobs/view/senior-data-scientist-at-tripadvisor-2669577818,"['Owns the algorithms exposed on the website and which maximize business objectives ', 'Balances time between long-term projects and real-time firefighting ', 'Collaborates with…', 'Machine learning to improve the user experience ', 'Product to support additional features on the site ', 'Analytics to investigate trends and identify opportunities ', 'Supply to make sure we are operating an efficient marketplace ', 'Traffic to efficiently increase revenue across all channels ', 'Provides weekly and monthly management-level reports, synthesized from numerous sources, focused on measurable impacts. ', 'Focus primarily on our sort and recommendation algorithms ', 'Build solutions to solve quickly concrete business challenges (1 to 3 weeks projects) ', 'Be creative and efficient in the modeling approach (find the simple logic that solves most of the problem) ', 'Interact with many teams to support stakeholders’ projects but also owning your own initiatives ', 'Lead data science projects from concept to implementation: data exploration, modeling, productizing & coordinate work for deployment and integration ', 'Lead the achievement of one or more of the team’s most important objectives ', 'Improve the team’s models and processes ', 'Provide stewardship and act as team expert for several of the team’s most important models, pipelines and areas of expertise. ', 'Strong communication skills: Form strong relationships with partners across the business to get things done ', 'Work with other teams to review project specifications and schedule project work ', 'Work with other teams to develop new, or enhance existing, products and opportunities ', 'An interest to leverage data more to improve YoY revenue than to build the perfect model ', 'Willingness to have direct and visible impact on the business ', 'Preference for MVP + Iteration ', '2+ years’ in an analytical role ', 'Master’s degree in quantitative field ', 'Expert in SQL; Python a plus ', 'Excellent problem-solving and analytical skills ', 'Ability to communicate effectively with audiences of various background, level and function']",Be among the first 25 applicants,Full-time,"Computer Software, Internet, and Leisure, Travel & Tourism","Analyst, Information Technology, and Engineering",Mid-Senior level
1,16/08/2021 16h,Nokia,"Amadora, Lisbon, Portugal",Data Scientist (Traineeship),2021-07-13,https://linkedin.com/jobs/view/data-scientist-traineeship-at-nokia-2637667060,"['Empowered, open environment where everyone is heard', 'Dynamic multi-cultural company and opportunity to learn from others', 'Development path established since day one', 'Paid traineeship with direct contract with Nokia of 9 or 12 months with possibility of permanent contract afterwards', 'Opportunity to work remotely (hybrid system)', 'Help customers drive significant business outcomes and ROI by leveraging the insights uncovered through process mining capability', 'Collaborate with process owners and technical teams to understand their goals, objectives and requirements and translate them into process mining capability technical requirements', 'Supporting the development automatic ways to track and monitor value realization, contributing to ROI build-up', 'Supporting the planning, scheduling, and managing project timelines and activities from project kick-off through training to ensure each project is delivered on time and meets customer requirements', 'Supporting end-to-end the implementation of our process mining capability across various internal customers', ' Connect the process mining capability with the customer’s on-premise/ Cloud ERP & IT systems', 'Extract and transform data and load them into the process mining platform', 'Build / update analysis in Process Studio', 'Design process and customer-specific dashboards, analyses and reports', 'Implement the most relevant KPIs measuring the customer’s success', 'create new signals in Action Engine', 'New functionality development (e.g. ML Workbench) ', 'Implement operational App', 'Successfully completed studies in Business Informatics, Computer Science, Information-oriented Business Administration/ Economics, Mathematics.', 'Love converting problems into solutions', 'A self-starter attitude, able to navigate complex scenarios and truly enjoys working in a fast-paced, innovative, enterprise technology environment', 'Fluent English skills (comfortable in working and presenting in English, other languages are an advantage)', 'Enjoys deep technical discussions as much as transferring your technical knowledge in generally understandable terms to a broader audience', 'Interest in a job with a steep learning curve in order to think outside the box and to continuously broaden your knowledge', 'Strong interest in value driven approaches (KPIs definition, business case calculations, value realization approaches) and Data topics (Big Data, Data Mining, and Process Mining)', 'Ability to translate complex problems into step-by-step explanations and solutions', 'Knowledge in and high interest in modern technologies and methods like REST/SOAP API-Management, Data Ingestion & Streaming, SSO, LDAP, IT Security, etc.', 'Knowledge of SQL, PQL or other programming languages (Python, R, Matlab...)', 'A good understanding of data structures in ERP systems (e.g. SAP, Oracle)', 'Celonis Track Certification (Analyst, Data Engineer)', 'Knowledge in data pipelines and ETL processes, ETL jobs, data warehouses/lakes, data modelling, schema design, ideally for larger volumes of data']",44 applicants,Full-time,Information Technology and Services and Telecommunications,Engineering and Information Technology,Not Applicable
1,16/08/2021 16h,Hurb,"Lisboa, Lisbon, Portugal",Área 21 Lisboa | Data Scientist,2021-08-14,https://linkedin.com/jobs/view/%C3%A1rea-21-lisboa-data-scientist-at-hurb-2684490170,"[' Desenvolver e usar modelos complexos de Bayesian e de séries temporais para predição e inferência', 'Desenvolver modelo próprio de ponta a ponta', 'Desenvolver projetos para codificar o conhecimento do negócio junto com o trabalho de rotina abstrato e perguntas para permitir a automação e ferramentas de autoatendimento', 'Trabalhar com uma equipe colaborativa para construir uma plataforma de previsão de demanda escalonável e de ponta que tenha impacto direto nos negócios', 'Aproveitar sua experiência em matemática para idealizar novos projetos e liderar a si mesmo e a equipe para o desenvolvimento de avanços na implementação e aplicação de modelos', 'Desenvolver uma ferramenta de previsão de baixo para cima para ajudar a obter insights sobre segmentos arbitrários de clientes', 'Atuar como um líder inovador para a equipe - identifique, pesquise, aconselhe e implemente abordagens para problemas novos e antigos', 'Construir parcerias técnicas duradouras em toda a organização', 'Deve ter um diploma de bacharel ou superior e mais de 7 anos de experiência acadêmica e profissional combinada em Estatística ou matemática aplicada', ' Você tem uma grande atenção aos detalhes e abriga uma curiosidade imprudente', 'Você tem experiência em trabalhar de forma autônoma e assumir a responsabilidade de projetos, mas permanece aberto à orientação e direção de seu gerente e colegas de equipe', 'Você é um desenvolvedor de software científico sólido e pode trabalhar com uma base de código compartilhada', 'Você tem fortes habilidades de codificação e design e é proficiente em Python e R', 'Você tem experiência no desenvolvimento de modelos matemáticos para aplicações do mundo real', 'Você é alguém que gosta de um bom desafio e se sente confortável em assumir a responsabilidade por trabalhos de alto impacto.', ' Você se comunica de maneira eficaz e trabalha bem com parceiros multifuncionais', 'Benefícios VR ou VA;', 'Plano de Saúde e Odontológico;', 'Assistência Médica Virtual - OYO;', 'Seguro de Vida e Assistência Funeral;', 'Café da Manhã e Lanche da Tarde (escritório);', 'Auxílio Creche ou Babá;', 'Aula de inglês e espanhol;', 'Hurb Learning, o portal de ensino exclusivo do Hurb;', 'Hurb Education Development Program - o Hurb te leva para se desenvolver e trabalhar em outros países!', 'Convênio Farmácia;', 'TotalPass (Smart Fit) e BodyTech;', 'Política educacional (desconto em diversas faculdades);', 'Dell - itens de informática e tecnologia;', 'E muito mais!', ' Website ', ' LinkedIn ', ' Facebook ', ' Instagram ', ' Glassdoor ']",Be among the first 25 applicants,Full-time,"Marketing and Advertising, Information Technology and Services, and Internet",Engineering and Information Technology,Entry level
1,16/08/2021 16h,SGS,"Lisboa, Lisbon, Portugal",Data Scientist,2021-07-19,https://linkedin.com/jobs/view/data-scientist-at-sgs-2654699121,"['Collaborate with your squad and the network of Data Scientists to develop and deliver digital services with a focus on quick execution, affordability and delivery at scale;', 'Participate in all aspects of agile software development including design, development, implementation, test and deployment;', 'Architect, model, and assist in the development of services to support internal and external business needs;', 'Work across the full data stack, building highly scalable models that enable unique and useful insight into the data;', 'Perform data discovery, preparation, model planning, model building, operation, presentation and visualisation;', 'Plan for a model by using different statistical formulas and visualization tools; ', 'Distribute datasets for training and testing. Techniques like association, classification, and clustering can be applied to the training data sets;', 'Deliver the final baselined model with reports, code, and technical documents. Model should be deployed into a real-time production environment after thorough testing;', 'Communicate key findings to your squad and all relevant stakeholders;', 'Self-document data processes, conduct peer reviews, and give actionable feedback;', 'Work with the company validation- and agile development methodologies, adhering to best practices and pursuing continuous improvement;', 'Actively contribute to the squad rituals such as planning meetings, standups, and retrospects.', 'Bachelor’s degree in computer science or equivalent experience;', 'Possess the ability to manage enormous amounts of data to come up with compelling business visions by using various tools, techniques, methodologies, algorithms, etc;', 'Must have experience using at least one of the following, R, SAS, Python, SQL, Hive, Matlab, Pig, Spark;', 'Knowledge of various DBMS technology such as MySQL, MongoDB, Oracle, SQLServer;', 'Experience working in a lean / agile development environment with remote teams utilizing principles of agile development with continuous integration and deployment, test driven development, and pair programming.']",Be among the first 25 applicants,Full-time,"Business Supplies and Equipment, Consumer Services, and Oil & Energy",Information Technology,Mid-Senior level
1,16/08/2021 16h,Faber Talent Pool,"Lisbon, Portugal",Senior Data Scientist,2021-08-06,https://linkedin.com/jobs/view/senior-data-scientist-at-faber-talent-pool-2675596983,"['Complete your profile on our Talent Pool in less than 2 minutes', 'Get access to job opportunities carefully selected and matched to your profile by our Talent Partners. You can indicate interest in jobs that suit you best.', 'Jump the line! If you are a good fit, we will forward you to the right hiring manager, bringing your profile to the top of the hiring list.', 'Our dedicated Talent Team makes sure that no suitable candidate goes unhired.', 'Your profile will be exclusively broadcasted to all hiring companies across our portfolio.', 'Top Data Scientist to bring the business to a new level.\xa0', 'We have several key data science roles in our portfolio and are open to a wide variety of skills sets.', 'You ideally have at least 2 years of experience in Data science.', 'Excellent communication skills to understand requirements and lead teams.', 'Expert time management and able to champion new data best practices.', 'Hard skills: working knowledge of common languages: R, Python and more.', 'Willing to work in Lisbon or Remotely']",Be among the first 25 applicants,Full-time,Investment Management,Engineering and Information Technology,Associate
1,16/08/2021 16h,DataSmart Lda,"Lisbon, Portugal",Senior Data Scientist,2021-08-11,https://linkedin.com/jobs/view/senior-data-scientist-at-datasmart-lda-2677224957,"['Stack ELK', 'Grafana', 'PowerBI', 'Jira', 'Confluence', 'GIT', 'AWS / Azure', 'Ferramentas de ETL', 'Python / Pandas', 'Perl', 'SQL/TSQL']",Be among the first 25 applicants,Full-time,,,
1,16/08/2021 16h,BNP Paribas CIB,"Lisbon, Lisbon, Portugal",Quantitative Research - Data Scientist,2021-08-04,https://linkedin.com/jobs/view/quantitative-research-data-scientist-at-bnp-paribas-cib-2642357599,"['One of the following qualifications:', 'Master or PhD degree in Computer Science / Data Science', 'PhD in Science or Engineering, with an interest for Data and Computer Science', 'Participation in Kaggle competitions is a plus', 'Fluency in Computer Science: algorithms, complexity, etc.', 'Experience with Python', 'Experience with common programming languages, compiled (C++, Ada, C#, Java) and scripts (Python, JavaScript, or equivalent) is a plus', 'Wider IT culture: OS, parallelization, network, new languages, etc.', 'Hands on and proactive approach.', 'Accuracy and absolute attention to detail required.', 'Effective problem solver and consensus builder.', 'Ability to prioritize workloads & use a proactive approach to meet deadlines.', 'Be driven, enthusiastic and dynamic in search of improving processes, controls & procedures', 'Excellent communication and interpersonal skills', 'Excellent Team Player', 'Engineering mind-set and culture.', 'Interest in Open Source projects and communities.', 'Fluency in English', 'Leading banking institution', 'Our presence in Portugal', 'International reach', 'Diversity and Inclusion commitment', ' Please note that only applications submitted in English will be considered.', ' In case you are selected for this role, further documentation will be requested to support your hiring process.']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Banking, and Financial Services",Engineering and Information Technology,Entry level
1,16/08/2021 16h,Solvay,"Carnaxide, Lisbon, Portugal",Data Scientist,2021-06-26,https://linkedin.com/jobs/view/data-scientist-at-solvay-2657590247,"['Conduct proof of concepts and projects in Data Science & Advanced Analytics where you will', 'translate business needs in Analytics requirements & insights', 'locate the data sources (internal/external) to generate relevant models', 'gather, transform & clean the necessary data', 'leverage data science algorithms while prototyping (study) and operationalizing the solutions', 'share and present the results', 'Design and develop robust algorithms & techniques using NLP/text analytics, optimization methods and shallow & deep machine learning models as part of a central advanced analytics team solving business problems in different domains including Finance, Purchasing, Supply Chain, R&I, Energy and Industrial.', 'Manage projects in predictive/prescriptive analytics projects while working with external consultants.', 'Support data analysts in industrializing their advanced analytics projects.', 'Degree / Masters in Computer Science/Information Technology, Analytics, Data Science, Mathematics/Statistics, Computational Science, Operations Research or related technical disciplines', 'Minimum experience of 2 years in Data Analytics / Data Science / Machine Learning.', 'Experience in implementation of at least one machine learning project including industrialization / automation.', 'Good communication skills in English.', 'Python and SQL working efficiency is mandatory. ', 'Some background or experience in operations research is mandatory.', 'Experience or familiarity with the following technologies are recommended : R, Dataiku DSS, Jupyter Notebooks, Google Cloud Platform.', 'Sound knowledge and experience in advanced analytics/machine learning concepts: supervised/unsupervised shallow & deep models, NLP, recommender systems, time series', 'Functional understanding or experience in projects related to pricing or supply chain optimisation appreciated.', 'Knowledge or experience in deep learning (Keras/Tensorflow) is recommended.', 'Experience in web development (flask, shiny, bokeh, dash) or data visualisation tools is recommended.', 'Appetency to learn various business domains.', 'Proactivity and willingness to explore is the key skill.', 'Critical thinking and an innate curiosity to understand a problem to find suitable solutions is crucial for this role.', 'Passionate about data science and the new technologies.', 'Self-motivated and independent: The candidate will need to be able to manage a full analytics process from business interview to modelisation to results explanation & automation.', 'Clear orientation toward business goals and associated business metrics', 'Project management, AGILE methodology is welcome.', 'Good communication & presentation skills.', 'Team player to interact with a large number of stakeholders in the business and the Solvay group']",Be among the first 25 applicants,Full-time,Chemicals,Analyst and Information Technology,Mid-Senior level
