ResultsVersion,ResultsDate,Company,Location,Position,PostingDate,FullDetailsURL,AllQualifications,Applicants,Employment type,Industries,Job function,Seniority level
1,06/09/2021 14h,BOLD by Devoteam,"Lisbon, Portugal",Data Scientist,2021-08-23,https://linkedin.com/jobs/view/data-scientist-at-bold-by-devoteam-2693476825,"['Fair & Courageous', 'Realizamos sessões de Ask Me Anything, um momento onde qualquer colaborador pode questionar, sugerir ou partilhar\xa0live\xa0algum tema com o CEO.', 'Temos um programa de referenciamento que reconhece financeiramente os nossos colaboradores por ajudarem a empresa a crescer.', 'Ambition & Results', 'Apoiamos o crescimento pessoal e profissional de nossos colaboradores. Por isso, temos um plano de carreira diferenciado, suportado por um modelo transparente, capaz de identificar, desenvolver e agregar valor às competências de cada colaborador.', 'Criámos o conceito de Strategic Gatherings, um momento onde são partilhadas informações sobre a performance da empresa e se abordam perspectivas de futuro a curto prazo.', 'Estamos focados num programa de Thought Leadership que pretende promover e desenvolver o talento, a experiência e a paixão pela tecnologia dos nossos colaboradores.\xa0', 'Learning & Innovating', 'Realizamos encontros informais de partilha de conhecimento entre os nossos colaboradores e a comunidade tecnologia, abrindo as portas da “nossa casa” para meetups.', 'Investimos na formação contínua dos nossos colaboradores através da disponibilização de workshops e formações técnicas e comportamentais, aulas de línguas, formações e certificações externas financiadas e estabelecendo parcerias com entidades formadoras.', 'Caring & Sharing', 'Criámos os Blue Angels, um programa de responsabilidade social e ambiental que coloca a solidariedade dos nossos colaboradores ao serviço da comunidade.', 'Adoramos bons momentos de convívios e são muitos os que organizamos, desde encontros temáticos mensais a eventos para a família, nunca dizemos que não a uma boa festa.\xa0']",Be among the first 25 applicants,Full-time,Information Technology and Services,Information Technology,Associate
1,06/09/2021 14h,JLL,"Lisbon, Lisbon, Portugal",Data Manager/Data Scientist (M/F),2021-07-20,https://linkedin.com/jobs/view/data-manager-data-scientist-m-f-at-jll-2680882872,"[' Execute tasks within the full lifecycle on maintenance and evolution of the Data & Information architecture landscape within the company; ', 'Acquire data from primary or secondary data sources and maintain databases/data systems;', 'Identify, analyze, and interpret trends or patterns in complex data sets. Filter and “clean” data by reviewing reports and performance indicators to locate and correct data source problems;', ""Identify opportunities for data improvement- whether there's a data point missing, queries that are running slowly, or metrics that don't look quite right, and share new ideas/suggestions;"", 'Support the design, implement and support data warehousing projects, implements business rules via stored procedures, middleware or other technologies and defines user interfaces;', 'Verify the accuracy of data and maintain and support the data warehouse activities;', 'Support, plan and conduct data warehouse unit system tests, monitors and takes corrective action as needed;', 'Support the build and maintain data warehouse databases, designs, codes, tests and implements complex programs, and scripts;', 'Build key data sets to empower operational and exploratory analysis. Monitoring key metrics, understanding root causes of changes in metrics;', 'Identify and analyze potential data sources which will improve the consistency, timeliness and/or completeness of our data sets.', 'At least 5 years of experience with demonstrable exposure and knowledge in the following areas Data Management, Data Integration, Data Warehousing and Data Analytics subject areas;', 'Experience working in Investment Banking / Finance / Insurance / Services Industry / Real Estate Industry Preferred;', 'Strong expertise in assisting in delivering well-organized reports, dashboards, data analysis, and statistical models - Devise key metrics with clients and leverage knowledge of data preparation activities such as extraction, cleansing, aggregation, and data analysis to deliver on internal/client requirements;', 'Superb written and verbal skills, ability to communicate technical and non-technical aspects;', ""Bachelor’s degree in Data Science, Management or Mathematic's. Advanced degree preferred."", 'Experienced on development and maintenance of relational databases. Exposure to Microsoft SQL Server / Azure SQL is a plus;', ' Experienced on implementation and maintenance of ETL processes. Exposure to Microsoft SQL Server Integration Services / Azure Data Factory is a plus; ', 'Proficiency working with Microsoft Office, including Excel and Power BI;', ' Knowledge and practical expertise on developing and rolling out solutions using the following languages- C#, JSON, XML, R e Phyton; ', 'Strong expertise with a quantitative aptitude and ability to perform market analysis.']",Be among the first 25 applicants,Full-time,"Commercial Real Estate, Management Consulting, and Investment Management",Information Technology,Associate
1,06/09/2021 14h,Boost IT,"Lisbon, Lisbon, Portugal",Oferta de emprego: Data Scientist,2021-07-01,https://linkedin.com/jobs/view/oferta-de-emprego-data-scientist-at-boost-it-2662534750,"[' Licenciatura nas áreas de Informática, Informática de Gestão, Matemática e Engenharia;', ' Conhecimentos em algumas destas tecnologias: Python, R, SPSS, Machine Learning;', ' Experiência profissional efetiva superior a 2 ano em análise preditiva;', ' Bons conhecimento de Inglês.', ' Forte cultura de inovação e empreendedorismo;', ' Pacote salarial atrativo;', ' Desenvolvimento pessoal com o programa Boost It Up;', ' Desenvolvimento profissional com o programa Lets Boost it Now;', ' Acesso aos mais reputados projectos;', ' Possibilidade de trabalhar nas mais recentes tecnologias.']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Internet",Engineering and Information Technology,Entry level
1,06/09/2021 14h,INOV ? Instituto de Engenharia de Sistemas e Computadores Inovação,"Lisboa, Lisbon, Portugal",Data Scientist em NLP,2021-08-07,https://linkedin.com/jobs/view/data-scientist-em-nlp-at-inov-%3F-instituto-de-engenharia-de-sistemas-e-computadores-inova%C3%A7%C3%A3o-2704613044,"[' 8937994', ' 06-10-2020', ' INOV ? Instituto de Engenharia de Sistemas e Computadores Inovação', ' Portugal', ' Lisboa', ' Saldanha', ' Informática e Tecnologias', ' Informação exclusiva JobMatch Descrição do anúncio : ORGANIZAÇÃO']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Research",Engineering and Information Technology,Entry level
1,06/09/2021 14h,INOV ? Instituto de Engenharia de Sistemas e Computadores Inovação,"Lisboa, Lisbon, Portugal",Data Scientist - Machine Learning & NLP,2021-07-30,https://linkedin.com/jobs/view/data-scientist-machine-learning-nlp-at-inov-%3F-instituto-de-engenharia-de-sistemas-e-computadores-inova%C3%A7%C3%A3o-2695227272,"[' 8951406', ' 09-10-2020', ' INOV ? Instituto de Engenharia de Sistemas e Computadores Inovação', ' Portugal', ' Lisboa', ' Saldanha', ' Informática e Tecnologias', ' Informação exclusiva JobMatch Descrição do anúncio : ORGANIZAÇÃO']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Research",Engineering and Information Technology,Entry level
1,06/09/2021 14h,Habber Tec,"Lisboa, Lisbon, Portugal",Oferta de trabalho Data Scientist (M/F),2021-07-30,https://linkedin.com/jobs/view/oferta-de-trabalho-data-scientist-m-f-at-habber-tec-2695225358,"[' Licenciado em Matemática, Estatística, Gestão de Informação ou equivalentes;', ' Experiência em Modelação preditiva;', ' Experiência profissional com tecnologias SAS, R ou Phyton;', ' Competências analíticas, de raciocínio lógico e foco na resolução de problemas;', ' Experiência e gosto pelo trabalho em equipa;', ' Competências de relacionamento interpessoal.', ' Formação técnica inicial e contínua;', ' Acompanhamento personalizado de acordo com objetivos individuais de desenvolvimento;', ' Prémios por cumprimento de objetivos;', ' Plano estruturado de progressão de carreira;', ' Iniciativas de soft skills e team building.']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Staffing and Recruiting, and Human Resources",Other,Entry level
1,06/09/2021 14h,Boost IT,"Lisbon, Lisbon, Portugal",Anúncio de emprego: Data Scientist,2021-07-30,https://linkedin.com/jobs/view/an%C3%BAncio-de-emprego-data-scientist-at-boost-it-2695399496,"[' Licenciatura nas áreas de Informática, Informática de Gestão, Matemática e Engenharia;', ' Conhecimentos em algumas destas tecnologias: Python, R, SPSS, Machine Learning;', ' Experiência profissional efetiva superior a 2 ano em análise preditiva;', ' Bons conhecimento de Inglês.', ' Forte cultura de inovação e empreendedorismo;', ' Pacote salarial atrativo;', ' Desenvolvimento pessoal com o programa Boost It Up;', ' Desenvolvimento profissional com o programa Lets Boost it Now;', ' Acesso aos mais reputados projectos;', ' Possibilidade de trabalhar nas mais recentes tecnologias.']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Internet",Engineering and Information Technology,Entry level
1,06/09/2021 14h,INOV ? Instituto de Engenharia de Sistemas e Computadores Inovação,"Lisboa, Lisbon, Portugal",Data Science & NLP,2021-08-07,https://linkedin.com/jobs/view/data-science-nlp-at-inov-%3F-instituto-de-engenharia-de-sistemas-e-computadores-inova%C3%A7%C3%A3o-2704640146,"[' 8897199', ' 18-09-2020', ' INOV ? Instituto de Engenharia de Sistemas e Computadores Inovação', ' Portugal', ' Lisboa', ' Saldanha', ' Informática e Tecnologias', ' Informação exclusiva JobMatch Descrição do anúncio : ORGANIZAÇÃO']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Research",Engineering and Information Technology,Entry level
1,06/09/2021 14h,askblue,"Lisbon, Lisbon, Portugal",Anúncio de emprego: Data Scientist (M/F),2021-08-01,https://linkedin.com/jobs/view/an%C3%BAncio-de-emprego-data-scientist-m-f-at-askblue-2698206105,"[' Formação Superior em Ciências de Computação, Engenharia, Matemática ou Estatística;', ' Experiência em projetos Datascience (2 anos);', ' Conhecimentos avançados em Python;', ' Experiência na execução de todo o ciclo de vida de um modelo machine learning;', ' Experiencia na construção de modelos com unbalanced dataset.', ' Estabilidade e integração numa empresa em constante crescimento;', ' Integração numa equipa dinâmica e motivada;', ' Oportunidade de inserção em projetos tecnologicamente desafiantes, com equipas dinâmicas e que privilegiam a inovação.']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Staffing and Recruiting",Engineering and Information Technology,Entry level
1,06/09/2021 14h,BOLD by Devoteam,"Lisbon, Lisbon, Portugal",Data Scientist (Nearshore Project in Lisbon),2021-01-07,https://linkedin.com/jobs/view/data-scientist-nearshore-project-in-lisbon-at-bold-by-devoteam-1201821371,"['Bachelor or Master degree in Engineering (or similar); ', 'Experience working as a Data Scientist; ', 'Knowledge in R, Spark, Hive,      Scala; ', 'Experience with Machine Learning; ', 'English is mandatory; ', 'Flexibility to travel.']",151 applicants,Full-time,Information Technology and Services,Information Technology and Other,Entry level
1,06/09/2021 14h,Ankix,"Lisbon, Lisbon, Portugal",Oferta de emprego: Data Scientist (m/f) – Lisboa,2021-08-01,https://linkedin.com/jobs/view/oferta-de-emprego-data-scientist-m-f-%E2%80%93-lisboa-at-ankix-2698205171,"[' Licenciatura em Engenharia informática ou similar;', ' Experiência profissional mínima de 1 ano na área;', ' Autonomia e sentido de responsabilidade;', ' Espírito por trabalho em equipa e capacidade de iniciativa;', ' Capacidade de comunicação;', ' Bons conhecimentos de Inglês.', ' Na nossa empresa, terás bastante acompanhamento semanal e mensal;', ' O teu manager vai estar atento às tuas motivações e sugestões;', ' Tens acesso à Plataforma online que podes tirar as formações que pretenderes;', ' As vitórias e conquistas serão festejadas em conjunto;', ' Acompanhamento da nossa equipa de Recursos Humanos e Suporte;', ' Feedback constante do teu trabalho;', ' E como é óbvio bastantes Eventos 😊']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Human Resources",Engineering and Information Technology,Entry level
1,06/09/2021 14h,"Vantis - Tecnologias de Informação, Lda","Lisbon, Lisbon, Portugal",Oferta de emprego: Data Scientist,2021-07-07,https://linkedin.com/jobs/view/oferta-de-emprego-data-scientist-at-vantis-tecnologias-de-informa%C3%A7%C3%A3o-lda-2670255724,"[' Mínimo de 2 anos de experiência em SQL, Teradata, BTEQ, Datastage~.', ' Valorizados conhecimentos em BigData (Hadoop Cloudera), NoSQL (Hbase, Neo4J), Streaming (Kafka), Search (ElasticSearch, SolR) e DevOps (GitLab, Jenkins, Nexus).', ' Nível de francês mínimo A2.']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Networking, and Computer & Network Security",Engineering and Information Technology,Entry level
1,06/09/2021 14h,Habber Tec,"Lisboa, Lisbon, Portugal",Oferta de trabalho Data Scientist (SAS E-Miner) (F/M),2021-08-04,https://linkedin.com/jobs/view/oferta-de-trabalho-data-scientist-sas-e-miner-f-m-at-habber-tec-2701188799,"[' Licenciado em Informática, Gestão de Informação ou equivalentes;', ' Experiência em SAS E-Miner;', ' Experiência em Modelação Preditiva;', ' Experiência em Python e R (seria um extra);', ' Experiência e gosto pelo trabalho em equipa;', ' Competências de relacionamento interpessoal;', ' Com pelo menos 3 anos de experiência.', ' Formação técnica inicial e contínua;', ' Acompanhamento personalizado de acordo com objetivos individuais de desenvolvimento;', ' Prémios por cumprimento de objetivos;', ' Plano estruturado de progressão de carreira;', ' Iniciativas de soft skills e team building.']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Staffing and Recruiting, and Human Resources",Other,Entry level
1,06/09/2021 14h,zytics,"Lisbon, Lisbon, Portugal",Anúncio de emprego: Senior Data Scientist,2021-07-30,https://linkedin.com/jobs/view/an%C3%BAncio-de-emprego-senior-data-scientist-at-zytics-2695393905,"[' Licenciatura em Biomedicina, Matemática Aplicada ou áreas afins (preferencial)', ' Forte capacidade analítica e de resolução de problemas', ' Gosto pela análise e exploração de dados', ' Desenvoltura e gosto pela utilização de ferramentas e plataforma tecnológicas', ' Apetência por trabalho em equipa', ' Experiência em atividades de Data Science / Advanced Analytics (mínima de 4 anos)', ' Experiência no desenvolvimento de modelos preditivos (mínima de 2 anos)', ' Experiência com SQL, R e Phyton (mínima de 2 anos)', ' Experiência em Machine Learning e Redes Neuronais', ' Experiência em Azure, nomeadamente em Machine Learning e Cognitive Services', ' Experiência com ferramentas de reporting, nomeadamente Power BI', ' (idealmente) Experiência em projetos de Business Intelligence (modelação, ETL, reporting)']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Human Resources",Engineering and Information Technology,Associate
1,06/09/2021 14h,Habber Tec,"Lisbon, Lisbon, Portugal",Anúncio de emprego: Data Scientist (SAS E-Miner) (F/M),2021-07-07,https://linkedin.com/jobs/view/an%C3%BAncio-de-emprego-data-scientist-sas-e-miner-f-m-at-habber-tec-2670258645,"[' Licenciado em Informática, Gestão de Informação ou equivalentes;', ' Experiência em SAS E-Miner;', ' Experiência em Modelação Preditiva;', ' Experiência em Python e R (seria um extra);', ' Experiência e gosto pelo trabalho em equipa;', ' Competências de relacionamento interpessoal;', ' Com pelo menos 3 anos de experiência.', ' Formação técnica inicial e contínua;', ' Acompanhamento personalizado de acordo com objetivos individuais de desenvolvimento;', ' Prémios por cumprimento de objetivos;', ' Plano estruturado de progressão de carreira;', ' Iniciativas de soft skills e team building.']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Networking, and Computer & Network Security",Engineering and Information Technology,Entry level
1,06/09/2021 14h,BNP Paribas CIB,"Lisbon, Lisbon, Portugal",Senior Data Scientist / Engineer - Stress Testing and Data Analytics,2021-07-31,https://linkedin.com/jobs/view/senior-data-scientist-engineer-stress-testing-and-data-analytics-at-bnp-paribas-cib-2697114862,"[""BNP Paribas is a leader in the Eurozone, and a prominent international banking institution with strong roots in Europe's banking history. It has a presence in 71 countries, with 200 000 Employees – including more than 150 000 in Europe and 6 000 in Portugal alone. "", ' The STDA team in Lisbon is dedicated to credit and works jointly with the onshore STDA team based in Paris, as one team, split in two geographies.', ' Data collection, Data ingestion, Data quality, Data preparation, Data cleaning with DATAIKU DSS (Data Science Studio), using PySpark, Hive, Hadoop ', ' Data consolidation in a strong control and analyses framework ', ' Data visualization with Tableau developing dynamic and intelligent dash-boarding ', ' Specific contributions to regulatory and internal stress testing exercises ', '', ' As we need to combine an understanding of big data analytics with its specific constraints and a comprehensive functional understanding of the bank’s business in Credit Risk, the team is made of profiles as being a mix of Big Data Analyst (on the technical side) and Business Analyst (on the functional side).', ' 4 to 7 years of relevant professional experience in functional roles ', ' Strong academic background, with a Master degree ', ' Relevant experience in Data related roles including analysis, engineering, visualization ', ' Significant experience in data exploration and data preparation ', ' Proven record in SQL ', ' Experience with Python programming language is a must. ', ' Knowledge of Risk Management principles is a plus. ', ' Languages: fluent in English, French is a plus ', ' Strong interest in data management and functional content of the data ', ' Ability to work with tight deadlines and multidisciplinary teams ', ' Be a team player ', ' Open and client-oriented mind-set ', ' Autonomy & Adaptability ', ' Strong curiosity ', ' Result oriented ', ' Ability to communicate and share ', ' This role will expose the candidate to a wide range of Risk and Finance professionals within the bank. Therefore, communication skills, both written and verbal, play an essential part in the day-to-day role. ', ' Very strong ethics standards ']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Banking, and Financial Services",Engineering and Information Technology,Associate
1,06/09/2021 14h,KCS iT,"Lisbon, Lisbon, Portugal",Oferta de emprego: Data scientist for International Institution,2021-07-07,https://linkedin.com/jobs/view/oferta-de-emprego-data-scientist-for-international-institution-at-kcs-it-2670230633,"[' Illegible for Security Clearance (European nationality)', ' Professional Oral and written English mandatory - French would be advantageous', ' Willing to relocate to Central Europe']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Internet",Engineering and Information Technology,Entry level
1,06/09/2021 14h,KCS iT,"Lisbon, Lisbon, Portugal",Anúncio de emprego: Data Scientist(S),2021-08-04,https://linkedin.com/jobs/view/an%C3%BAncio-de-emprego-data-scientist-s-at-kcs-it-2701278342,"[' Bachelor’s or Master degree;', ' Strong Knowledge in SQL and Python;', ' Knowledge of the financial products, credit risks and/or regulatory reporting;', ' Good knowledge of data life cycle in the banking industry;', ' Analytical Thinking;', ' Knowledge of data visualization tools (nice to have);', ' Fluent English', ' Personal career management', ' Permanent Contract', ' Continuous and personalized Training and Certification [Salesforce, Microsoft, Oracle, and more through an in house PearsonVue center}', ' Competitive salary package with added benefits']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Internet",Engineering and Information Technology,Entry level
1,06/09/2021 14h,Ankix,"Lisbon, Lisbon, Portugal",Anúncio de emprego: Senior Data Scientist (m/f) – Lisboa,2021-08-01,https://linkedin.com/jobs/view/an%C3%BAncio-de-emprego-senior-data-scientist-m-f-%E2%80%93-lisboa-at-ankix-2698204679,"[' Licenciatura em Engenharia informática ou similar;', ' Experiência profissional mínima de 3 anos em Data Science ou Data Analytics;', ' Experiência em linguagens como Python, R e/ou Spark;', ' Bons conhecimentos em bases de dados SQL e ETL;', ' Bons conhecimentos em NoSQL, JSON, XML, Tableau/PowerBI;', ' Serão valorizados conhecimentos em arquitetura Azure, Cloudera, AWS, Google Cloud, entre outros;', ' Autonomia e sentido de responsabilidade;', ' Espírito por trabalho em equipa e capacidade de iniciativa;', ' Capacidade de comunicação;', ' Bons conhecimentos de Inglês.', ' Na nossa empresa, terás bastante acompanhamento semanal e mensal;', ' O teu manager vai estar atento às tuas motivações e sugestões;', ' Tens acesso à Plataforma online que podes tirar as formações que pretenderes;', ' As vitórias e conquistas serão festejadas em conjunto;', ' Acompanhamento da nossa equipa de Recursos Humanos e Suporte;', ' Feedback constante do teu trabalho;', ' E como é óbvio bastantes Eventos 😊']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Human Resources",Engineering and Information Technology,Associate
1,06/09/2021 14h,Toptal,"Lisbon, Lisbon, Portugal",Senior Data Scientist,2021-09-04,https://linkedin.com/jobs/view/senior-data-scientist-at-toptal-2708946943,"['Build advanced and explainable models to classify objects, predict outcomes or make recommendations.', 'Deploy the models that you build to production by building APIs or leveraging our ETL pipelines.', 'Use statistical, algorithmic, data mining, and visualization techniques to model complex problems, find opportunities, discover solutions, and deliver actionable business insights.', 'Own your projects and use this autonomy to find creative and innovative ways of solving problems and delivering solutions.', 'Handle both parts of the Research & Development process, including clean, rigorous implementations of devised models inside our production environment.', 'Be persistent, focused, and well-adapted when it comes to finishing your work. At Toptal, we always drive research from start to finish - we don’t get distracted; we don’t leave anything unfinished.', 'Communicate data-driven insights and recommendations to key stakeholders.', 'Be in constant communication with team members and other meaningful parties and convey results efficiently and clearly via Slack.', 'Meet the entire Data Science team.', 'Get familiar with our best practices guidelines.', 'Get access to all our services.', 'Set up your working environment.', 'Learn our data sources and get familiar with our data warehouse.', 'Meet our friends from the Data Engineering team.', 'Start reviewing your colleagues’ work.', 'Meet our stakeholders and start your first ad-hoc research.', 'Get familiar with our Machine Learning implementations.', 'Be included in our brainstorming sessions in different areas of Data Science.', 'Deliver first ah-hoc analysis to our stakeholders.', 'Start your first Machine Learning initiative.', 'Start contributing to our live ML models.', 'Meet the team in person during our onsite meeting.', 'Deliver your first Machine Learning model to production.', 'A strong background in advanced mathematics, in particular in probability theory and statistics, data mining, and machine learning.', 'You must be able to think critically, to look at the big picture and spot what is missing, taking advantage of it to propose improvements and deliver business insights.', '4+ years of professional experience in data science, doing exploratory data analysis, testing hypotheses, and building predictive models. Ability to quickly and accurately understand complex new concepts.', 'Proficiency in Python and proven experience using popular ML packages (sklearn, keras, word2vec, etc), and previous experience efficiently conducting research and creating ad hoc reports.', 'Deliver your work to production as a stand-alone microservice.', 'Be enthusiastic about DS and stay up to date with SotA Machine Learning algorithms and developments.', 'Be passionate about collaborating daily with your team and other groups while working via a distributed model.', 'Be eager to help your teammates, share your knowledge with them, and learn from them.', 'Be open to receiving constructive feedback.', 'You must be a world-class individual contributor to thrive at Toptal. You will not be here just to tell other people what to do.']",Be among the first 25 applicants,Full-time,Internet,"Quality Assurance, Information Technology, and Engineering",Associate
1,06/09/2021 14h,BNP Paribas CIB,"Lisbon, Lisbon, Portugal",Senior Machine Learning,2021-07-27,https://linkedin.com/jobs/view/senior-machine-learning-at-bnp-paribas-cib-2664014576,"[' Analyze internal clients’ needs:', ' Collaborate with clients to best understand their operational and strategic needs in terms of complex AI/ML challenges ', ' Investigate and solve business issues using technical, data-driven, AI/ML strategies ', ' Build and/or adapt AI/ML models:', ' Design and develop Machine Learning (ML) and Artificial Intelligence (AI) solutions, i.e., collect and label data, setup and train models, test and evaluate results ', ' Work closely with clients during application roll-out and all stages of the application lifecycle ', ' Design the most adequate approaches to solve the identified problems within the company’s framework ', ' Implement and assist the deployment and maintenance of models:', ' Follow to best practices in the industry to implement and scale out the developed solutions into production grade software ', ' Assist the operational teams with the deployment, monitoring and maintenance of the developed solutions ', ' Contribute to disseminate a culture of data driven solutions within CIB ', ' Maintain a strong market watch on the latest developments on methodologies, technologies and tools ', ' Engineer school / Master’s degree from university with a specialization in mathematics, statistics, data science, computer science or any engineering related field ', ' Although not strictly required a PhD on data-science, engineering or related fields is an advantage ', ' More than 4 year experience as Data Analyst / Data Scientist / Machine Learning Specialist ', ' Fluency in English is mandatory; French or Portuguese are a plus ', ' Ability to think abstractly and creatively ', ' Ability to explain the results of a model and the different elements impacting it ', ' High statistical and quantitative analysis skills (e.g. machine learning models, statistical models, Bayesian statistics, probability theory, time series analysis, …) ', ' Knowledge of ETL methods ', ' Knowledge of Machine Learning models ', ' Knowledge of NLP and/or computer vision techniques ', ' Knowledge of deep learning architectures and frameworks (e.g. TensorFlow, Keras, …) ', ' Knowledge of at least one ML development stack (e.g. Scikit-learn, Keras, PyTorch…) ', ' Effective Programming skills (e.g. Python) and algorithmic knowledge ', ' Knowledge of optimization algorithms ', ' Excellent communication and interpersonal skills ', ' Flexibility: ability to work in a changing environment ', ' Research-oriented ', ' Leading banking institution ', ' Our presence in Portugal ', ' International reach ', ' Diversity and Inclusion commitment ', ' Please note that only applications submitted in English will be considered.', ' In case you are selected for this role, further documentation will be requested to support your hiring process.']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Banking, and Financial Services",Engineering and Information Technology,Associate
1,06/09/2021 14h,Mastercard,"Lisbon, Lisbon, Portugal","Consultant, Analytics, Data and Services",2021-07-31,https://linkedin.com/jobs/view/consultant-analytics-data-and-services-at-mastercard-2697052278,"[' Obtain data from multiple sources, collate, analyse, and triangulate information to develop reliable fact bases', ' Apply a range of descriptive and/or predictive analytical techniques to rigorously identify client issues and synthesize analysis into clear, sound recommendations;', ' Extract intellectual capital from engagement work and actively share tools, methods and best practices across projects', ' Support MasterCard Advisors and local market account teams in client relationship management and business development effort, where required', ' Passion: Actively seeks responsibility and takes pride in delivering the highest quality results and recommendations to our clients.', ' Analytic Excellence: Demonstrates a strong aptitude for analytical skills around data science disciplines.', ' Project Management: Clear interest in project delivery with business clients, and intuition for the way that companies make decisions.', ' Communication and Presence: Excellent written and verbal communication skills in client-facing situations, positioning Mastercard’s solutions as high value solutions in sales and delivery conversations.', ' Teamwork: Willingness to work within small teams to produce outstanding deliverables, with a will to win attitude.', "" Integrity: Commitment to Mastercard's values of honesty and integrity with a willingness to embrace and learn from our mistakes."", ' Diverse Perspective: Brings a unique skillset or approach to the table in every client engagement or internal activity.', ' Excellent analytical skills across descriptive and/or predictive analytics', ' Experience of machine learning and AI would be an advantage', ' Undergraduate or master’s degree and work experience after completing your degree(s)', ' Solid ability to write SQL', ' Comfortable programming in R and/or Python. Knowledge of Hadoop & Pyspark also preferable.', ' Experience with big data and a solid foundation in managing large datasets', ' Experience working with payments/card data a big plus', ' Ability to communicate complex ideas effectively – both verbally and in writing', ' Proven team player with proven ability to work with all levels in a highly intellectual, collaborative, and fast paced environment', ' Professional level English language capability/ and local language', ' Candidates must be eligible to work in the country of which they are applying for a position in, as well as eligible to apply for travel visas as required by travel needs', ' Abide by Mastercard’s security policies and practices;', ' Ensure the confidentiality and integrity of the information being accessed;', ' Report any suspected information security violation or breach, and', ' Complete all periodic mandatory security trainings in accordance with Mastercard’s guidelines.']",Be among the first 25 applicants,Full-time,"Financial Services, Information Technology and Services, and Internet","Research, Analyst, and Information Technology",Associate
1,06/09/2021 14h,Daltix,"Lisbon, Portugal",Senior Python Data Engineer,2021-08-09,https://linkedin.com/jobs/view/senior-python-data-engineer-at-daltix-2673539895,"['Adding new data processing modules to our pipeline so we can standardise data collected from the web.', 'Managing the infrastructure (schedulers, computing frameworks) used for our big scale data processing & reporting.', 'Quality Assurance of our data. We have some tooling in place already, but some more might be necessary. You will likely want to automate some of these checks.', 'Assist with existing ETL pipelines that make our data ready to use by our customers.', 'Enabling our professional services team by providing Python based toolkits to make their jobs easier.', ""Private health insurance, a solid laptop (MacBook, Linux-friendly or Windows - it's up to you) and a lot of flexibility!"", ""The opportunity for you to work only 4 days a week, if that's what you prefer!"", 'Central based office located near São Sebastião Metro Station. We are a remote working friendly company. At the moment, we are working 100% remotely until the end of 2021 due to the pandemic. Afterwards, we will continue to adopt a hybrid model.', 'Your future colleagues will be\xa0Nelson Torres\xa0(Data Engineer), and\xa0Miguel Almeida\xa0(Data Scientist). Your team leader will be\xa0\xa0Manuel Garrido\xa0(Data Architect).', 'Work with a modern tech stack including: Python, Docker, Terraform, AWS (S3, Batch), Grafana, Airflow, Snowflake & Looker.', ""Best practices for software engineering including mandatory code reviews, unit tests and benchmarks running on every commit, infrastructure-as-code, among others. We're not where we want to be yet, so there's room to add your touch here."", 'Squad rotations, allowing you to spend some time per week doing work with another team and learn more about the challenges other colleagues are facing.', 'Python, as 99% of our stack is in Python', 'SQL', 'Git', 'Bash', ""VIM (nah just kidding, it's the best one though)"", 'Pandas + Jupyter notebook', 'Regex', 'CI / CD', 'Docker', 'Cloud experience (AWS preferred)']",Be among the first 25 applicants,Full-time,,,
