ResultsVersion,ResultsDate,Company,Location,Position,PostingDate,FullDetailsURL,AllQualifications,Applicants,Employment type,Industries,Job function,Seniority level
1,06/09/2021 14h,BOLD by Devoteam,"Lisbon, Lisbon, Portugal",Data Scientist,2021-09-06,https://linkedin.com/jobs/view/data-scientist-at-bold-by-devoteam-1702057007,"['Formação académica na área de TI; ', 'Experiência profissional na análise estatística de dados; ', 'Sólidos conhecimentos de programação, utilizando R, Python, Perl, Java, C++, etc.; ', 'Experiência na modelação de dados; ', 'Conhecimentos de Big Data e de tecnologias como MapReduce, ElasticSearch, Hadoop, Apache Hive, etc.; ', 'Excelentes capacidades de comunicação; ', 'Fluência em inglês (escrita e conversação). ', 'Fair & Courageous ', 'Realizamos sessões de Ask Me Anything, um momento onde qualquer colaborador pode questionar, sugerir ou partilhar live algum tema com o CEO. ', 'Temos um programa de referenciamento que reconhece financeiramente os nossos colaboradores por ajudarem a empresa a crescer. ', 'Ambition & Results ', 'Apoiamos o crescimento pessoal e profissional de nossos colaboradores. Por isso, temos um plano de carreira diferenciado, suportado por um modelo transparente, capaz de identificar, desenvolver e agregar valor às competências de cada colaborador. ', 'Criámos o conceito de Strategic Gatherings, um momento onde são partilhadas informações sobre a performance da empresa e se abordam perspectivas de futuro a curto prazo. ', 'Estamos focados num programa de Thought Leadership que pretende promover e desenvolver o talento, a experiência e a paixão pela tecnologia dos nossos colaboradores. ', 'Learning & Innovating ', 'Realizamos encontros informais de partilha de conhecimento entre os nossos colaboradores e a comunidade tecnologia, abrindo as portas da “nossa casa” para meetups. ', 'Investimos na formação contínua dos nossos colaboradores através da disponibilização de workshops e formações técnicas e comportamentais, aulas de línguas, formações e certificações externas financiadas e estabelecendo parcerias com entidades formadoras. ', 'Caring & Sharing ', 'Criámos os Blue Angels, um programa de responsabilidade social e ambiental que coloca a solidariedade dos nossos colaboradores ao serviço da comunidade. ', 'Adoramos bons momentos de convívios e são muitos os que organizamos, desde encontros temáticos mensais a eventos para a família, nunca dizemos que não a uma boa festa. ']",Over 200 applicants,Full-time,Information Technology and Services,Information Technology and Analyst,Mid-Senior level
1,06/09/2021 14h,BOLD by Devoteam,"Lisboa, Lisbon, Portugal",Data Scientist,2021-05-14,https://linkedin.com/jobs/view/data-scientist-at-bold-by-devoteam-1131465355,"['Licenciatura / Mestrado em Engenharia Informática ou similares; ', 'Experiência profissional em projectos Big Data (preferencial); ', 'Conhecimentos em Alteryx e Pentaho; ', 'conhecimentos R, Python ou Scala (preferencial); ', 'Bons conhecimentos de Inglês. ', 'Fair & Courageous ', 'Realizamos sessões de Ask Me Anything, um momento onde qualquer colaborador pode questionar, sugerir ou partilhar live algum tema com o CEO. ', 'Temos um programa de referenciamento que reconhece financeiramente os nossos colaboradores por ajudarem a empresa a crescer. ', 'Ambition & Results ', 'Apoiamos o crescimento pessoal e profissional de nossos colaboradores. Por isso, temos um plano de carreira diferenciado, suportado por um modelo transparente, capaz de identificar, desenvolver e agregar valor às competências de cada colaborador. ', 'Criámos o conceito de Strategic Gatherings, um momento onde são partilhadas informações sobre a performance da empresa e se abordam perspetivas de futuro a curto prazo. ', 'Estamos focados num programa de Thought Leadership que pretende promover e desenvolver o talento, a experiência e a paixão pela tecnologia dos nossos colaboradores. ', 'Learning & Innovating ', 'Realizamos encontros informais de partilha de conhecimento entre os nossos colaboradores e a comunidade tecnologia, abrindo as portas da “nossa casa” para meetups. ', 'Investimos na formação contínua dos nossos colaboradores através da disponibilização de workshops e formações técnicas e comportamentais, aulas de línguas, formações e certificações externas financiadas e estabelecendo parcerias com entidades formadoras. ', 'Caring & Sharing ', 'Criámos os Blue Angels, um programa de responsabilidade social e ambiental que coloca a solidariedade dos nossos colaboradores ao serviço da comunidade. ', 'Adoramos bons momentos de convívios e são muitos os que organizamos, desde encontros temáticos mensais a eventos para a família, nunca dizemos que não a uma boa festa. ']",Over 200 applicants,Full-time,Information Technology and Services,Project Management and Information Technology,Mid-Senior level
1,06/09/2021 14h,BOLD by Devoteam,"Lisbon, Portugal",Data Scientist,2021-09-06,https://linkedin.com/jobs/view/data-scientist-at-bold-by-devoteam-2463742159,"['Formação académica em TI ou similar;\xa0', 'Experiência profissional na análise estatística de dados;', 'Sólidos conhecimentos em R, Python, Spark', 'Conhecimentos de Big Data;', 'Fluência em Inglês (falado e escrito).', 'Fair & Courageous', 'Realizamos sessões de Ask Me Anything, um momento onde qualquer colaborador pode questionar, sugerir ou partilhar live algum tema com o CEO.', 'Temos um programa de referenciamento que reconhece financeiramente os nossos colaboradores por ajudarem a empresa a crescer.', 'Ambition & Results', 'Apoiamos o crescimento pessoal e profissional de nossos colaboradores. Por isso, temos um plano de carreira diferenciado, suportado por um modelo transparente, capaz de identificar, desenvolver e agregar valor às competências de cada colaborador.', 'Criámos o conceito de Strategic Gatherings, um momento onde são partilhadas informações sobre a performance da empresa e se abordam perspectivas de futuro a curto prazo.', 'Estamos focados num programa de Thought Leadership que pretende promover e desenvolver o talento, a experiência e a paixão pela tecnologia dos nossos colaboradores.\xa0', 'Learning & Innovating', 'Realizamos encontros informais de partilha de conhecimento entre os nossos colaboradores e a comunidade tecnologia, abrindo as portas da “nossa casa” para meetups.', 'Investimos na formação contínua dos nossos colaboradores através da disponibilização de workshops e formações técnicas e comportamentais, aulas de línguas, formações e certificações externas financiadas e estabelecendo parcerias com entidades formadoras.', 'Caring & Sharing', 'Criámos os Blue Angels, um programa de responsabilidade social e ambiental que coloca a solidariedade dos nossos colaboradores ao serviço da comunidade.', 'Adoramos bons momentos de convívios e são muitos os que organizamos, desde encontros temáticos mensais a eventos para a família, nunca dizemos que não a uma boa festa.\xa0']",131 applicants,Full-time,Information Technology and Services,Engineering and Information Technology,Entry level
1,06/09/2021 14h,Axianspt,"Lisboa, Lisbon, Portugal",Data Scientist,2021-08-20,https://linkedin.com/jobs/view/data-scientist-at-axianspt-2710522509,[],Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Human Resources",Engineering and Information Technology,Entry level
1,06/09/2021 14h,CGI,"Lisboa, Lisbon, Portugal",Data Scientist (PhD),2021-08-11,https://linkedin.com/jobs/view/data-scientist-phd-at-cgi-2676433113,"['This role focuses on the lifecycle and support of our Machine Learning models. The responsibilities are fulfilled through close collaboration with the Data & AI Lab, as well as with sales desks and various Front office IT teams.', 'Master or PhD degree in Computer Science / Data Science', 'PhD in Science or Engineering, with an interest for Data and Computer Science', 'Participation in Kaggle competitions is a plus', 'Fluency in Computer Science: algorithms, complexity, etc.', 'Experience with Python', 'Wider IT culture: OS, parallelization, network, new languages, etc.', 'Hands on and proactive approach.', 'Accuracy and absolute attention to detail required.', 'Effective problem solver and consensus builder.', 'Ability to prioritize workloads & use a proactive approach to meet deadlines.', 'Be driven, enthusiastic and dynamic in search of improving processes, controls & procedures', 'Excellent communication and interpersonal skills', 'Excellent Team Player', 'Engineering mind-set and culture.', 'Interest in Open Source projects and communities.', 'Fluency in English', 'English', 'Python']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Human Resources",Engineering and Information Technology,Entry level
1,06/09/2021 14h,BOLD by Devoteam,"Lisbon, Portugal",Data Scientist,2021-08-15,https://linkedin.com/jobs/view/data-scientist-at-bold-by-devoteam-2685720476,"['Bachelor’s degree in the IT area or similar;', 'Solid knowledge of Python, R, Perl, Java, C++ and Scala;', 'Working experience in statistic data analysis;', 'Knowledge of data bases like SQL and NoSQL;', 'Knowledge of NLP techniques;', 'High communication skills;', 'Good level of English (written and spoken).', 'Fair & Courageous', 'We promote Ask Me Anything sessions, a moment where any employee can question, suggest or share any topic live with the CEO.', 'We have a referral program that financially recognizes our employees for helping the company grow.', 'Ambition & Results', 'We believe in supporting the personal and professional growth of our employees. That’s why we have a differentiated career path management supported by a transparent model, capable of identifying, developing and adding value to your skills.', ""We’ve created a Strategic Gatherings concept, a moment where information about the company's performance is shared and where we discuss short-term prospects for the future."", ""We are focused on a Thought Leadership program that aims to promote and develop our employees' talent, experience and passion for technology."", 'Learning & Innovating', 'We hold informal meetings to promote knowledge sharing moments between our employees and the technological community.', 'We invest in the continuous training of our employees through technical and behavioral workshops, language classes, external funded training and certifications and by establishing partnerships with training providers.', 'Caring & Sharing', 'We created the Blue Angels, a social and environmental responsibility program that puts the solidarity of our employees at the service of the community.', 'We love some good socializing moments and we hold as many as we can, from monthly themed meetings to family events, we never say no to a good party.']",Be among the first 25 applicants,Full-time,Information Technology and Services,Information Technology,Not Applicable
1,06/09/2021 14h,BOLD by Devoteam,"Lisbon, Portugal",Data Scientist,2021-09-06,https://linkedin.com/jobs/view/data-scientist-at-bold-by-devoteam-2605568897,"['Bachelor’s degree in the IT area or equivalent;', 'Working experience as a Data Scientist;', 'Solid experience with relational SQL and NoSQL databases, including Cassandra and ElasticSearch;', 'Hands-on experience writing code in multiple languages (Python, Spark, R, Scala);', 'Fluency in english (written and spoken).', 'Fair & Corageous', 'We promote Ask Me Anything sessions, a moment where any employee can question, suggest or share any topic live with the CEO.', 'We have a referral program that financially recognizes our employees for helping the company grow.', 'Ambition & Results', 'We believe in supporting the personal and professional growth of our employees. That’s why we have a differentiated career path management supported by a transparent model, capable of identifying, developing and adding value to your skills.', ""We’ve created a Strategic Gatherings concept, a moment where information about the company's performance is shared and where we discuss short-term prospects for the future."", ""We are focused on a Thought Leadership program that aims to promote and develop our employees' talent, experience and passion for technology."", 'Learning & Innovating', 'We hold informal meetings to promote knowledge sharing moments between our employees and the technological community.', 'We invest in the continuous training of our employees through technical and behavioral workshops, language classes, external funded training and certifications and by establishing partnerships with training providers.', 'Caring & Sharing', 'We are passionate about creating a diverse workforce and positively encourage applications from everyone, regardless of race, religion, gender, sexual orientation, age or any other form of prejudice.', 'We created the Blue Angels, a social and environmental responsibility program that puts the solidarity of our employees at the service of the community.', 'We love some good socializing moments and we hold as many as we can, from monthly themed meetings to family events, we never say no to a good party.']",51 applicants,Full-time,Information Technology and Services,Engineering and Information Technology,Entry level
1,06/09/2021 14h,BOLD by Devoteam,"Lisbon, Portugal",Data scientist,2021-09-01,https://linkedin.com/jobs/view/data-scientist-at-bold-by-devoteam-2598420109,"['Bachelor’s degree in the IT area or equivalent;', 'At least +1 year of experience as a Data scientist;', 'Working experience with Data Science toolkits (e.g. R, Python, Java or Scala);', 'Good Knowledge of Hadoop or Spark; ', 'Hands-on experience\xa0with databases;', 'Knowledge of Big Data;', 'Working experience with Agile methodology;', 'Fluency in English (written and spoken).', 'Fair & Courageous', 'We promote Ask Me Anything sessions, a moment where any employee can question, suggest or share any topic live with the CEO.', 'We have a referral program that financially recognizes our employees for helping the company grow.', 'Ambition & Results', 'We believe in supporting the personal and professional growth of our employees. That’s why we have a differentiated career path management supported by a transparent model, capable of identifying, developing and adding value to your skills.', ""We’ve created a Strategic Gatherings concept, a moment where information about the company's performance is shared and where we discuss short-term prospects for the future."", ""We are focused on a Thought Leadership program that aims to promote and develop our employees' talent, experience and passion for technology."", 'Learning & Innovating', 'We hold informal meetings to promote knowledge sharing moments between our employees and the technological community.', 'We invest in the continuous training of our employees through technical and behavioral workshops, language classes, external funded training and certifications and by establishing partnerships with training providers.', 'Caring & Sharing', 'We created the Blue Angels, a social and environmental responsibility program that puts the solidarity of our employees at the service of the community.', 'We love some good socializing moments and we hold as many as we can, from monthly themed meetings to family events, we never say no to a good party.']",Be among the first 25 applicants,Full-time,Information Technology and Services,Engineering and Information Technology,Mid-Senior level
1,06/09/2021 14h,Nokia,"Amadora, Lisbon, Portugal",Senior Data Scientist,2021-08-20,https://linkedin.com/jobs/view/senior-data-scientist-at-nokia-2691418934,"[' Data Science & Analytics consists of the interpretation and analysis of data using statistical techniques, visualisation, and predictive analytics. ', ' Covers the development and implementation of databases, data collection systems, data analysis, and other strategies that optimise statistical efficiency and quality. ', ' Comprises the identification, analysis, and interpretation of trends or patterns. ', ' Works closely with business analyst and product manager to advise and jointly brainstorm on how analytics can assist in larger problem solving. ', ' Covers the blending of historical data from available customer network data sources, public information, field reports, or purchased sources and the performing of analysis to support business and product decisions. ', ' The Data Scientist handles crude data using the latest technologies and techniques which also comprises deep insight and knowledge in predictive analytics. ', ' Performs necessary analyses and presents acquired knowledge to his/her colleagues in an informative way. ', ' Integrates, centralises, protects, and maintains data sources. ', ' Ensures database accessibility to relevant stakeholders within the organisation and takes care for safety measures to keep stored data safe. ', ' Supports software engineering with specialised knowledge on big data processing. ', ' Overall responsibility of specified technical area. ', ' Leads and executes technical activities and projects within own responsibility area. ', ' Plans, designs, executes, analyses, reports and documents items in own area. ', ' Writes requirements, specifications and other guiding documentation for the internal customers from technical area point of view. ', ' Works mainly inside own process area in technical issues. ', ' Develops tools, methods and processes linked to the job. ', ' Estimates work amounts in own process area. ', ' Supports resource planning and organising. ', "" Consults, supports and guides own technical area's external interfaces. "", ' Is responsible for sharing knowledge and training in his / her expertise area. ', ' Seeks and communicates cost efficient solutions. ', ' Participates in problem isolation and resolution solving for serious problems. ', ' Gives technical support for Product Management, Customer Interface and other business lines. ', ' Promotes change in his / her environment. ', ' Has deep insight and knowledge in predictive analysis. ', ' Data analytics ', ' Machine learning ', ' Cloud Computing ', ' Customer Requirement Management ', ' Feasibility Studies and requirement analysis ', ' Software Programming ', ' Software Testing ', ' Software Architecture and Design ', ' Solution Architecture ', ' Cultivates Innovation ']",Be among the first 25 applicants,Full-time,Information Technology and Services and Telecommunications,Engineering and Information Technology,Not Applicable
1,06/09/2021 14h,Ankix,"Lisboa, Lisbon, Portugal",Data Scientist (m/f) ? Lisboa,2021-08-07,https://linkedin.com/jobs/view/data-scientist-m-f-%3F-lisboa-at-ankix-2704614001,"[' 8938923', ' 06-10-2020', ' Ankix', ' Portugal', ' Lisboa', ' Informática e Tecnologias', ' Informação exclusiva JobMatch Descrição da Empresa A Ankix é uma empresa de competências tecnológicas, a atuar no mercado desde 1999, que presta serviços nas áreas de IT Outsourcing e Consultoria / Desenvolvimento à medida. O nosso posicionamento carateriza-se pela qualidade e inovação das soluções que propomos, assim como pela dedicação e orientação para o cliente e suas necessidades.', ' Licenciatura em Engenharia informática ou similar;', ' Experiência profissional mínima de 1 ano na área;', ' Autonomia e sentido de responsabilidade;', ' Espírito por trabalho em equipa e capacidade de iniciativa;', ' Capacidade de comunicação;', ' Bons conhecimentos de Inglês.', ' Na nossa empresa, terás bastante acompanhamento semanal e mensal;', ' O teu manager vai estar atento às tuas motivações e sugestões;', ' Tens acesso à Plataforma online que podes tirar as formações que pretenderes;', ' As vitórias e conquistas serão festejadas em conjunto;', ' Acompanhamento da nossa equipa de Recursos Humanos e Suporte;', ' Feedback constante do teu trabalho;', ' E como é óbvio bastantes Eventos ?']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Staffing and Recruiting",Engineering and Information Technology,Entry level
1,06/09/2021 14h,Axians Portugal,"Lisbon, Lisbon, Portugal",Data Scientist,2021-07-23,https://linkedin.com/jobs/view/data-scientist-at-axians-portugal-2686965785,"['Licenciatura ou mestrado em engenharia com especialização em matemática, estatística ou ciência de dados;', 'Mais de 3 anos de experiência como analista de dados / data scientist;', 'Experiência em projetos de NLP (natural language processing), extração de dados ou automação de processos;', 'Conhecimento de arquiteturas e estruturas de deep learning (ex: TensorFlow, Keras, ...); ', ' Conhecimento de bases de dados (SQL e NoSQL);', 'Conhecimento de stacks de desenvolvimento de Machine Learning (ex: Numpy, scikit-learn, Keras, ...)', 'Experiência em desenvolvimento (ex: Phyton, R, Java, MATLAB, JavaScript) e conhecimento algorítmico; ', 'Conhecimento de Machine Learning: modelos neurais, modelos estatísticos, modelos bayesianos;', 'Fluência na lingua Inglesa mandatória.', 'Proatividade;', 'Boa capacidade de resolução de problemas;', 'Excelentes capacidades de comunicação.']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Internet",Engineering and Information Technology,Entry level
1,06/09/2021 14h,Axians Portugal,"Lisboa, Lisbon, Portugal",Data Scientist (A) [621],2021-07-29,https://linkedin.com/jobs/view/data-scientist-a-621-at-axians-portugal-2694343859,"['Licenciatura em Engenharia Informática, Matemática ou similar;', 'Experiência profissional entre 2 a 5 anos como Data Scientist;', 'Experiência profissional com:', 'Ecossistema Azure', 'DataLake Storage', 'DataBricks', 'Data Factory', 'PowerBI', 'Linguagens ', 'Python', 'Pyspark', 'SQL', 'DAX e M (valorizado)', 'Skills', 'Data knowledge', 'Data cleaning', 'Data wrangling', 'ETL', 'Proatividade/Autonomia;', 'Capacidade analítica;', 'Sentido de responsabilidade;']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Internet",Engineering and Information Technology,Entry level
1,06/09/2021 14h,Axians Portugal,"Lisboa, Lisbon, Portugal",Data Scientist [A] (356),2021-07-21,https://linkedin.com/jobs/view/data-scientist-a-356-at-axians-portugal-2685366505,"['Licenciatura ou mestrado em engenharia com especialização em matemática, estatística ou ciência de dados;', 'Experiência profissional na área entre 3 a 5 anos como Data Scientist;', 'Valoriza-se experiência em R e Python e/ou utilização proeficiente de serviços cloud PaaS; (preferência azure) e bibliotecas de analitica avançada (tensorflow, keras, caffe, pytorch).', 'Orientação para o cliente;', 'Espírito de equipa;', 'Organização e disciplina.']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Internet",Engineering and Information Technology,Entry level
1,06/09/2021 14h,Adecco Specialized Recruitment,"Lisbon, Lisbon, Portugal",Data Scientist – AI & ML (M/F) Lisboa,2021-07-21,https://linkedin.com/jobs/view/data-scientist-%E2%80%93-ai-ml-m-f-lisboa-at-adecco-recrutamento-especializado-2681109898,"['Explore and model large and diverse datasets. ', 'Design and prototype models using statistical modeling, process modeling, and other techniques such as machine learning. ', 'Implement and test algorithms and techniques relevant to achieving project objectives. ', 'Analyze and judge the quality of data. ', 'Select the most appropriate modeling techniques and data visualization for large datasets. ', 'Assist with high-level analysis, design, and code reviews. ', 'Bachelor’s Degree in Statistics, Mathematics, Computer Science or related field. ', 'Minimum 1-2 years of experience in applying statistical/machine learning solutions. ', 'Proficiency in programming computational and statistical algorithms for complex data sets ', 'Fluency in a programming language used for data manipulation and computational statistics, such as Python and SQL. ', 'Familiarity with multiple regression techniques, multivariate analysis, mixed models ', 'Strong communication skills and the ability to work with diverse cross-functional teams.']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Human Resources, and Retail",Engineering and Information Technology,Entry level
1,06/09/2021 14h,Axianspt,"Lisboa, Lisbon, Portugal",Data Scientist [A] (356),2021-08-20,https://linkedin.com/jobs/view/data-scientist-a-356-at-axianspt-2692195855,[],Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Human Resources",Engineering and Information Technology,Entry level
1,06/09/2021 14h,BNP Paribas CIB,"Lisbon, Lisbon, Portugal",Quantitative Research - Data Scientist,2021-08-25,https://linkedin.com/jobs/view/quantitative-research-data-scientist-at-bnp-paribas-cib-2642357599,"['One of the following qualifications:', 'Master or PhD degree in Computer Science / Data Science', 'PhD in Science or Engineering, with an interest for Data and Computer Science', 'Participation in Kaggle competitions is a plus', 'Fluency in Computer Science: algorithms, complexity, etc.', 'Experience with Python', 'Experience with common programming languages, compiled (C++, Ada, C#, Java) and scripts (Python, JavaScript, or equivalent) is a plus', 'Wider IT culture: OS, parallelization, network, new languages, etc.', 'Hands on and proactive approach.', 'Accuracy and absolute attention to detail required.', 'Effective problem solver and consensus builder.', 'Ability to prioritize workloads & use a proactive approach to meet deadlines.', 'Be driven, enthusiastic and dynamic in search of improving processes, controls & procedures', 'Excellent communication and interpersonal skills', 'Excellent Team Player', 'Engineering mind-set and culture.', 'Interest in Open Source projects and communities.', 'Fluency in English', 'Leading banking institution', 'Our presence in Portugal', 'International reach', 'Diversity and Inclusion commitment', ' Please note that only applications submitted in English will be considered.', ' In case you are selected for this role, further documentation will be requested to support your hiring process.']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Banking, and Financial Services",Engineering and Information Technology,Entry level
1,06/09/2021 14h,Axianspt,"Lisboa, Lisbon, Portugal",Data Scientist (A) [621],2021-08-26,https://linkedin.com/jobs/view/data-scientist-a-621-at-axianspt-2697898151,[],Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Human Resources",Engineering and Information Technology,Entry level
1,06/09/2021 14h,Cloudflare,"Lisbon, Lisbon, Portugal",Sr. Data Scientist - Bot Management,2021-09-04,https://linkedin.com/jobs/view/sr-data-scientist-bot-management-at-cloudflare-2584341455,"[' Partner with product managers, data engineers, machine learning engineers and other key stakeholders in understanding the need for data insights and predictive analytics in the area of security and fraud detection in a globally distributed environment. ', ' Understand data landscape i.e tooling, tech stack, source systems etc. and work closely with the data engineers and machine learning engineers to improve the data collection and quality. ', ' Understand business/product strategy and high-level roadmap and align analysis efforts to enable them with data insights and help achieve their strategic goals. ', ' Strong audience focused presentation and storytelling skills focused on key takeaways in a crisp and concise manner. ', ' Define, implement, and train statistical, machine learning, and deep learning models. ', ' Use software engineering best practices to publish model scores/insights/learnings at scale within the company. ', ' Ability to define and spot macro and micro levels trends with statistical significance on a regular basis and understand key drivers driving those trends. ', ' M.S or Ph.D in Computer Science, Statistics, Mathematics, or other quantitative field. ', ' Strong experience in scientific computing using Python or Scala. ', ' Experience with SQL. ', ' Experience working with and processing structured, unstructured, and semi-structured data. ', ' Work closely with data engineering team to ensure robust data pipelines and model deployment. ', ' Proven track record of applying data insights and machine learning in order to address business needs and drive revenue. ', ' 5+ years of data scientist experience with proven industry experience in a large scale environment (PBs scale, globally distributed teams). ', ' Strong communication and presentation skills catered to different audience within the company. ', ' Capable of working closely with business, engineering, and product teams to ensure data initiatives are aligned with business needs. ', ' Strong data analytical skills, taking initiative in deriving data insights and thread intelligence, and proposing models and solutions that can lead to quick and effective proof-of-concept (POC). ', ' Experience in cyber security, fraud detection, internet & networking protocols ', ' Experience in productionizing machine learning models ', ' Familiarity writing and optimizing advanced SQL queries in Clickhouse ', ' Good Linux/UNIX systems knowledge ']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Internet, and Computer & Network Security",Engineering,Associate
1,06/09/2021 14h,Bee Engineering ICT,"Lisbon, Lisbon, Portugal",Data Scientist (m/f),2021-08-07,https://linkedin.com/jobs/view/data-scientist-m-f-at-bee-engineering-ict-2676610826,"['Licenciatura em Engenharia Informática, Matemática ou similar;', 'Conhecimentos comprovados em Data Warehousing e Data Marts;', 'Experiência na implementação de ETL ;', 'Experiência com SQL superior a 2 anos;', 'Conhecimentos com linguagens de scripting (Python e R);', 'Conhecimentos em inglês fundamentais e francês é uma mais valia.']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Staffing and Recruiting",Engineering and Information Technology,Entry level
1,06/09/2021 14h,Faber Talent Pool,"Lisbon, Portugal",Senior Data Scientist,2021-09-03,https://linkedin.com/jobs/view/senior-data-scientist-at-faber-talent-pool-2708435066,"['Complete your profile on our Talent Pool in less than 2 minutes', 'Get access to job opportunities carefully selected and matched to your profile by our Talent Partners. You can indicate interest in jobs that suit you best.', 'Jump the line! If you are a good fit, we will forward you to the right hiring manager, bringing your profile to the top of the hiring list.', 'Our dedicated Talent Team makes sure that no suitable candidate goes unhired.', 'Your profile will be exclusively broadcasted to all hiring companies across our portfolio.', 'Top Data Scientist to bring the business to a new level.\xa0', 'We have several key data science roles in our portfolio and are open to a wide variety of skills sets.', 'You ideally have at least 2 years of experience in Data science.', 'Excellent communication skills to understand requirements and lead teams.', 'Expert time management and able to champion new data best practices.', 'Hard skills: working knowledge of common languages: R, Python and more.', 'Willing to work in Lisbon or Remotely']",Be among the first 25 applicants,Full-time,Investment Management,Engineering and Information Technology,Associate
1,06/09/2021 14h,BOLD by Devoteam,"Lisbon, Lisbon, Portugal",Data Scientist,2020-09-18,https://linkedin.com/jobs/view/data-scientist-at-bold-by-devoteam-1523466907,"[""Bachelor's degree in the IT      area or equivalent; "", 'Professional experience in statistic data analysis; ', 'Solid knowledge knowledge of Python, R, Perl, Java, C++,      Scala; ', 'Experience with data modelling; ', 'Knowledge of Big Data and technologies like MapReduce,      ElasticSearch, Hadoop, Apache Hive, etc.; ', 'Fluency in English (written      and spoken). ', 'Excellent opportunity to work in an international group; ', 'Dynamic work environment; ', 'Free access to language classes (English and French) and other training. ']",171 applicants,Full-time,Information Technology and Services,Information Technology,Entry level
1,06/09/2021 14h,Axians Portugal,"Lisboa, Lisbon, Portugal",Data Scientist (B) [604],2021-07-29,https://linkedin.com/jobs/view/data-scientist-b-604-at-axians-portugal-2694343860,"['Licenciatura em Engenharia Informática, Matemática ou similar;', 'Experiência profissional de 2 anos como Data Scientist;', 'Experiência profissional com:', 'Ecossistema Azure', 'DataLake Storage', 'DataBricks', 'Data Factory', 'PowerBI', 'Linguagens ', 'Python', 'Pyspark', 'SQL', 'DAX e M (valorizado)', 'Skills', 'Data knowledge', 'Data cleaning', 'Data wrangling', 'ETL', 'Proatividade/Autonomia;', 'Capacidade analítica;', 'Sentido de responsabilidade;']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Internet",Engineering and Information Technology,Entry level
1,06/09/2021 14h,Axianspt,"Lisboa, Lisbon, Portugal",Data Scientist (B) [604],2021-08-26,https://linkedin.com/jobs/view/data-scientist-b-604-at-axianspt-2697898153,[],Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Human Resources",Engineering and Information Technology,Entry level
1,06/09/2021 14h,Networkers - Technology Recruitment,"Lisbon, Lisbon, Portugal",Data Scientist - Customer Analytics,2021-07-22,https://linkedin.com/jobs/view/data-scientist-customer-analytics-at-networkers-technology-recruitment-2685838499,['and many other social benefits'],Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Staffing and Recruiting",Engineering and Information Technology,Entry level
1,06/09/2021 14h,Smart Consulting,"Lisboa, Lisbon, Portugal",SMART DATA SCIENTIST | Lisboa,2021-08-11,https://linkedin.com/jobs/view/smart-data-scientist-lisboa-at-smart-consulting-2709811938,"[' 8951506', ' 09-10-2020', ' Smart Consulting', ' Portugal', ' Lisboa', ' Informática e Tecnologias', ' Informação exclusiva JobMatch Descrição da Empresa O mundo pode estar cheio de oportunidades.']",Be among the first 25 applicants,Full-time,"Information Technology and Services, Computer Software, and Internet",Engineering and Information Technology,Entry level
